,product_name,product_review,user_rating
1064,Doubleganger,"Pours rich gold color, opaque with a silky, soapy biscuit two finger head. The aroma has dense earthy orange notes with a touch of juicier tropical notes. The flavor is also dense with lightly sweet orange and pineapple notes. Mouthfeel is creamy and thick with a light to moderate bitterness in the finish. No real alcohol burn i can discern.",4.73
1065,Doubleganger,A: Pours a hazy yellow color with 2 fingers of head that fades down to a nice cap that leaves good lacing,4.64
1066,Doubleganger,Canned on 8/8/20,3.77
1067,Doubleganger,16oz can poured into a snifter.,4
1068,Doubleganger,Canned 7/14/20. The lyrics to Queen’s Don’t Stop Me now stamped on the can which gave me a good chuckle,4.27
1069,Doubleganger,"Fresh Can from jeffreed61. ~2wks.
L: Mango smoothie with creamy head pretty dense and lacing.
S: mango papaya tropical dominant.
T: Mango, stonefruit, grapefruit juice at the end to round it out. A bit of vanilla/caramel. No alcohol taste. Well maybe a tiny bit as it warms, not unpleasant.
F: Standard treehouse juicy done right. Maybe the ghost of a hop burn or spiciness.
Overall: a great dipa from treehouse. Has the tropical juiciness with enough bite and carbonation to balance it out.",4.47
1070,Doubleganger,"Poured a light peach hazy color. No translucence. Aroma pretty heavy with citrus creamsicle. It’s all that I can pick up, but wow, delightful. Upon tasting, it’s just as the same; orange creamsicle, touch of peach, and vanilla. Not complex but a very easy drinking fruit desert! Mouthfeel very creamy and smooth. A little hop bite at the end. Overall, this is excellent, mostly juicy sweet citrus with a little vanilla.",4.45
1071,Doubleganger,16oz can dated 1/4/20.,4.46
1072,Doubleganger,"16 oz. can. Pours a hazy and murky orange. Smells of strong garlic, passion fruit, and some sweet tropical fruits. Tastes of sharp and intense hops. Strong garlic, acidic fruits hops. Brief sweetness before it becomes earthy and garlicky bordering on oniony. Earthy and sharp finish. Medium heavy, intense, and a little slow to drink. I love hops like this, but this is quite intense. A bit too sharp for my tastes, but it's not bad.",3.38
1073,Doubleganger,"Pours a hazy yellow color with a hint of orange, perhaps the most tepid one of the bunch of amazing Treehouse beers I’ve been enjoying. A moderate foam head very frothy quickly dissipates thick rings of lace",4.61
1074,Doubleganger,"Pours opaque orange with a frothy white head on top. Good lacing and retention. The smell isn’t over the top but had some nice tropical notes to it along with some subtle dank aromas going on. The taste has a sweet orange-like melon candy with a bitter creamy finish. The feel is smooth, very easy going. Overall another outstanding NEIPA from Tree House.",4.39
1075,Double Citra®,"I live in Maine.
I thought the best beer made in America was DINNER .....Maine Beer Co.
I was wrong.
The best beer made in America is Double Citra .... Hill Farmstead.
Incredible .... hard to find .... dirt road ... no reception.
It's worth it.",5
1076,Double Citra®,L: Gorgeous cream hazy wheat. About 1/2 inch of frothy head with lacing that hangs on the side of the glass.,4.86
1077,Double Citra®,12oz can dated 8/25/20.,4.42
1078,Double Citra®,Found this beer in Brooklyn and had a 8/25/20 production date.,4.5
1079,Double Citra®,"L: Hazy yellow with hints of orange, creamy white head and good lacing.",4.58
1080,Double Citra®,"Well damn, I thought the 6 pack of their Mosaic IPA was the bees knee's but holy moly this stuff. . . had it on tap at a bar in Vermont, not during our trip to the brewery.",4.71
1081,Double Citra®,"On draft at Armsby Abbey in Worcester, MA. Holds head extremely long, with a lighter golden – yellow color underneath. Lovely fresh hit in nose, but with a surprising dryness. Smooth, balanced, and long, with good weight, which I don’t always get from Citra hops. Finishes with layers in depth, dry rather than sweet. Surprisingly elegant and rich without being heavy.",4.35
1082,Double Citra®,Can: Poured a hazy blonde color ale with a large white foamy head with good retention and some lacing. Aroma of fresh citrusy notes with nice floral hoppy undertones and light subtle residual sugar notes. Taste is also a mix of huge juicy citrusy hoppy notes with some floral undertones and some residual sugar notes. Body is full with good carbonation. Solid IIPA with nice juicy notes.,4.41
1083,Double Citra®,Light golden colored and exceptionally hazy. There’s a half inch of creamy dishwater white on top. The aroma is of mandarin orange. I’m tasting sharply bitter mandarin orange that leaves a long deep burn to the tongue and lingers long after you swallow it.,4.35
1084,Double Citra®,Pours out hazy yellow orange. Color of pineapple juice. Small ring of carbonation.,4.39
1085,Double Citra®,Appearance: poured a non-translucent cloudy peach color beer. Finished with a 1 inch head that disappeared quickly.,4.49
1086,Double Citra®,"12oz can purchased at the brewery. Pours a hazy dirty orange with an inch of head. Moderate amount of lacing. Lots of citra hops in the nose. Orange, lemon, grapefruit and some sweet fruity candy. The taste is more of the citra. Orange, tangerine, grapefruit along with some mango and pineapple. Orange, lemon and peach finish. Some alcohol heat. Medium body with a dry mouthfeel.",4.27
1087,Double Citra®,"Orange juice color with a light tan head topping it off, this beer glides down your glass and clings like Velcro. Wow, what a sight to see.",4.52
1088,Double Citra®,"Oh my.
I was lucky enough to enjoy a can of HF Double Citra over Labor Day weekend in New Hampshire. A friend had recently purchased at HF. I apologize because I neglected to check the canning date.
Just incredible. I haven't been ""wow'd"" by many DIPAs of late, but this knocked my socks off.
Poured from a 12oz can into a snifter. Full on hazy orange (a bit darker orange than OJ). Creamy white head.
Smell of ripe stone fruit, mango, with solid underlying dankness (weed). Out of this world.
Taste was delicious, with notes of ripe peach, candied orange, dried apricot, and a nice dank resiny finish.
Mouth feel was soft, rich, and full, with perfect medium carbonation, fully enveloping the taste buds. Mouth-watering goodness.
Quite possibly the best DIPA and best beer I have ever had, definitely in Top 5. Juicy Dank Lively Complex Goodness! Hop Candy! 100+/100.",5
1089,Double Citra®,"More orange than golden pour, creamy bright white head, and the smell! Pop the top and it's like someone in the room just sliced a grapefruit. We know we're dealing with a single hop beer, and the taste, while consistent and one note, still takes you on a journey. The Citra comes through loud and clear, and then at a point in the midtaste, that taste kind of ramps up to a new level. And let's not forget that long, luxurious aftertaste. Brilliantly crafted.",4.5
1090,Double Citra®,"Double Citra pours a milky and creamy orange color with a complex white cap on top that lingers leaving some impressive lacing. The smell is a true NE style DIPA, big and juicy on the nose with layer upon layer of Citra hops bringing out the citrus and tropical fruits including mango, grapefruit, peach and a hint of melon with some earthy tones and an herb quality. The taste, this is closest I've come to a perfect beer. Wow! This Double Citra tastes amazing, very soft and smooth over the palette with a light body that brings out orange, tangerine, grapefruit and some melon sweetness with a subdued bitterness.",4.59
1091,Double Citra®,"Pours an opaque orange with two fingers of frothy, dense white foam. Head retention is good. Aroma is a blast of tangerine, papaya, lemon and mandarin oranges. Grassy hops and a light bready yeast at the back rounds out the aroma. Flavor profile is tangerine, papaya, mango, lemon, mandarin oranges, and bready malts create a soothing hypnotic experience. Balance is sublime, never coming off overly sweet or bitter. Mouth feel has a consistent siltiness to it with a medium-thick consistency that adds power to each sip. Overall, a delectable brew with big tropical fruit notes, and a well-refined balance.",4.71
1092,Double Citra®,Phenomenal. Best HF IPA I've had.,4.66
1093,Double Citra®,"Received two cans in trade from DanPing (great trader), in exchange for some Tree House brews. My second brew from these guys. Absolutely outstanding, one of the best brews I have ever had.",4.75
1094,Double Citra®,"04/2014 - Oooh, that Citra mustiness, plus citrus, hops up front; chewy, flavorful mouthfeel, clean too; so fucking good and by far my favorite solo Citra hopped beer out there!",4.75
1095,Double Citra®,"Serving: Can
Canned: Aug-20-2018 (Consumed Sep-9)",4.54
1096,Double Citra®,A: Pours the usual dark-ish super hazy yellow color. The head is pure white and looks very creamy. Retention and lacing are pretty good. The look of the beer is 100% NEIPA.,4.97
1097,Double Citra®,Appearance is a nice amber with a slight white head. Aroma is a strong citrus with a tough of hops. The taste is also a fairly strong citrus with a touch of hops.,4.49
1098,Double Citra®,Appearance - Pours cloudy yellow with nice thin white cap that settles to a thick ring around the glass. Nice sheets of lacing down the glass.,4.85
1099,Double Citra®,"Had a brewery and brought grower home, poured growler in pint glass.
A: frothy 2 finger white fine foam bubbly head, hazy golden wheat body, long wisps of stringy lacing carbonation
S: citra hops screaming with citrus, orange oil, hints of malt
M: medium body with juicy finish
T: orange, citrus, malty, smooth hop resin builds and some bitterness comes through, minerally, slight note of alcohol in the end
O: great smooth crisp brew",4.51
1100,Atrial Rubicite,"Deep purple color with good lacing. Lots of raspberries in the taste, with some earthiness as well as farmhouse taste. Solid beer, and definitely tasty!",4.27
1101,Atrial Rubicite,End of the semester celebration!,4.54
1102,Atrial Rubicite,"Blend 9 (April, 2019) - 500ml bottle - poured into a wine stem at 45°F.",4.59
1103,Atrial Rubicite,"Poured from a bottle (blend 10, bottled Apr2020) into a Belgian glass",4.74
1104,Atrial Rubicite,"Pours a dark, ruby red with a finger-plus or purple head. Settles fairly quickly into a wisp and thick crown.",4.1
1105,Atrial Rubicite,"Looks gorgeous in color and smell. I saved this for Xmas night so my expectations were high and they’ve been met. Lots of raspberries on the tongue. More so than any Belgian lambics that I’ve had (not that I’ve had all that many.) it’s tart but not overwhelmingly so. More so than someone who doesn’t know sours or lambics would normally like though. I feel like it’s missing the special bite of my favorite 3 Fonteinen lambics, but I don’t know what makes that flavor pop in my mouth. This is still world class and I’ll be seeking out more.",4.52
1106,Atrial Rubicite,"This one pours a dark reddish color - jammy as all get out - with a small head, and not much lacing.",4.84
1107,Atrial Rubicite,"L - 1.5 finger white-pinkish head is slow to recede. Body is a murky, opaque maroon.",4.53
1108,Atrial Rubicite,"It took a lot to get one of these so I was anxious when I popped the top. I was happy to be greeted by a a funky raspberry aroma. From the smell, I thought it would be sweet, but it was pleasantly dry. What a great beer! My only regret was that I drank it too fast- so damn tasty. A trip to Austin is in order.",4.87
1109,Atrial Rubicite,"Beautiful deep read with a minimal Ruby lacing around the circumference of the glass. Nose is pure Raspberry and some the jester King culture, very dry. The nose made me concerned that if was going to be pure acid. Suprised that it was a dry raspberry flavor with a subtleness of wild microflora. Feel is initially effervescent on the tounge and then quickly dissipates. Overall excellent, think it can slightly more carbed",4.45
1110,Atrial Rubicite,"L: Deep Ruby in Color. Thin pink head that dissipates quickly
S: Straight Raspberry Jam
T: You get the raspberry jam that the nose presents, but it is met with a lot of acidity. It isn't unpleasant though. A slight amount of oak at the end.
F: Medium body with a fairly high carb level
O: This beer is very good. It could be slightly less tart, but it has enough raspberry jam to back it up. Overall, this is quite nice.",4.51
1111,Atrial Rubicite,"Not my favorite style but I still enjoyable. Pours ruby red with dark pink head. Smells of tart raspberries. Taste is sour raspberries, very sour to my taste but classic to style. Bubbly and refreshing.",4
1112,Atrial Rubicite,Raspberry...funkiness....leathery...dusty....tart...,4.65
1113,Atrial Rubicite,"Batch 8 (June 2018), poured into a JK SPON tulip. The look is amazing; deep ruby, almost mistakable for a Bordeaux. Moderate carbonation that dissipates very quickly. The nose is full of jammy raspberry and signature JK funk; moderately musty, dusty, and woody. Palate is mildly tart and acetic, with plenty of jammy raspberry, oak, and some yogurt (especially on the finish); getting close to a fruited lambic in style. Very enjoyable.",4.49
1114,Atrial Rubicite,"Batch 8 poured in Casey teku. Pours a bright vibrant clear ruby red with a soft whispy pink head. Nose has that mellow Greek yogurt smell going on with a blast of tart and sweet raspberries and cherries. First sip is a little of everything. Tart, mellow funk, musty, jammy! I love the depth and intensity of the raspberries. It’s definitely jam like, perfect tart to sweet ratio as far as the berries go. Nice mellow wet oak throughout that really ties it together. Musty cellar like quality and mild yogurt funk all come together to make this beer what it is. As it warms the raspberries shine even more and tartness builds but this beer is equally interesting on both the colder and warmer side. Body is medium to Jammy at times. Tart funky dry finish at the end that invites another swig to wet the mouth and start the process all over again.",4.53
1115,Atrial Rubicite,"What's not to like here? Pours a burgundy with a finger of pink head. Smell is fresh, sweet yet slightly tart raspberry. A hint of oak.
Taste follows with tart raspberry, a bit of barrel, some funk
Medium bodied with dry finish.
Overall an excellent fruited sour. Beyond tart but doesn't take the enamel off of your teeth sourness.",4.81
1116,Atrial Rubicite,"09/2014 - Incredible raspberry and cherry aromas with some oaky, yeast coming through; tart, acidic, fruity, flavorful body; wee thin of a body, but it's superb overall!",4.48
1117,Atrial Rubicite,"I've been chasing down a bottle of Atrial for a few months now - I missed it at the Festival of Wood and Barrel Aged Beers (FOBAB) in November of 2017 (kicked in the VIP session), and I've had a couple of trades fall through. And then, suddenly, I had TWO trades go through within a week of each other! Exciting.",4.91
1118,Atrial Rubicite,"On tap at Hops and Pie. Extremely purple with a pink head, vibrant colors. Smells like a jar of raspberry preserves, very jammy and fruity. Sweetness as well. Flavor was mostly raspberry preserves and a slight sourness. I understand now why people might seek out Jester King.",4.29
1119,Atrial Rubicite,Poured from a mini bomber into a Dogfish Head tulip. Love the artwork,4.58
1120,Atrial Rubicite,"2015 bottle (Blend 5) - deep lipstick red with a thin white/redish head that quickly goes away. Smell is heavy raspberry with a little funk. Was somewhat let down by the lack of farmhouse funk smell. Flavor follows. Overall a superb beer, just may have aged a touch too long. At nearly three years old, I think this maybe aged 4-6 mnoths too long.",4.88
1121,Atrial Rubicite,"Batch from June of 2017. Pours a dark rich red/purple with some carbonation. Smell is sweet pungent raspberry and earthy. Taste is tart, very refreshing, unabashedly raspberry. Dances the line between a fruity juice and a sour beer. Smooth and easy to drink. Really enjoyed it.",4.52
1122,Atrial Rubicite,"Appearance was darker than expected but everything else was just as advertised. It has plenty of raspberry flavor, but its more than a juice bomb. Subtle funk, dryness, and raspberry seeds make it a very enjoyable treat.",4.34
1123,Atrial Rubicite,This was absolutely incredible. Probably the best sour I've ever had. So much raspberry across the whole beer. This feels pretty much like having raspberry juice.,4.98
1124,Atrial Rubicite,2014 Bottle poured into plastic dixie cup.,4.04
1125,V.S.O.J.,"Kicking the keg on b2 VSOJ at Dirty Truth. It’s really good I’ll leave the hysterics to others but I find it crushable and savorable at the same time. Nice not worth secondary price unless you have the money, glad to have come across it locally.",4.66
1126,V.S.O.J.,12oz. can into a Founder's snifter. Shared with schen9303.,4.51
1127,V.S.O.J.,Yeeeeeah... look wise this is a joke. Looks like a watery 4% beer with giant bubbled head from an aggressively poured bud light. Seriously disappointing.,4.29
1128,V.S.O.J.,Very Special Old (Straight) Jacket By Revolution,4.68
1129,V.S.O.J.,"One of the best barrel-aged barleywines and as a bonus, it's somewhat easily available in the Chicago area. Big bold flavors at every turn. Huge boozy nose. Much smoother finish than the smell would indicate. An excellent entry into the #BIL catalog.",4.67
1130,V.S.O.J.,"Commonly regarded as the best barrel-aged English barleywine in the U.S., hopes are extremely high. Aroma is a tad overwhelmed by the high ABV, as I’m finding it difficult to find complex characteristics through the alcohol burn. Pull the glass away a bit, and you can pick up aromas of sweet, caramel malts, coconut and vanilla truffles.",4.8
1131,V.S.O.J.,This is the 2021 version. I was lucky enough to grab a 4 pack so this is out of the can. Made this one last and it was almost like drinking two different beers. At first it was very oaky with some vanilla and more boozy. As it warmed up you could taste a little dark fruit and the vanilla became stronger. It also didn't taste as sweet as it got warmer. The whole drinking experience was an exercise in patience as i wanted to chug all 12 oz. But I'm glad I took my time and savored this masterpiece. Revolution just keeps one upping themselves with every release and I'm totally hooked.,4.85
1132,V.S.O.J.,"2021 version on draft at the Rev taproom. All the great aromas of caramelized dates, leather, sweet raisins and maybe some vanilla. Lots of barrel notes but exceptionally smooth with a long sticky finish. World class for sure.",5
1133,V.S.O.J.,"(2021) Looks like a day-old Dr. Pepper that’s gone flat but with a whift of bubbles on the rim and slight random streaks of white foam on the surface. Smells like faint brandy. The taste is where this stands out and distinguishes itself from other barleywines. Very rich dark fruits and barleywine and bourbon barrel. Charred oak, sweet fig, tobacco, vanilla, raisin, sweet toffee, dates. No off-putting flavors or alcohol characteristics of bad barley wines. Fantastically thick viscosity compliments the taste. This is a ten out of ten for the style. Nearly perfect blending of beer and alcohol.",4.23
1134,V.S.O.J.,"This beer perfectly rides the line between sweet caramel tones and bourbon oak. It is a little thinner than some of the heavy hitter barleywines like a deal with the devil, but it more than makes up for it with the pronounced barrel character. You can taste the aging process.",4.71
1135,V.S.O.J.,17 December 2020 - Beer #215 - BA Top 250 Alert!,4.94
1136,V.S.O.J.,"2018 batch, canned 10/10/18. This is in the top 3 barleywines that I've ever had.",4.92
1137,V.S.O.J.,"Revolution is extremely consistent with this brilliant Barleywine that really does the trick. Wonderful nose, great balance and great flavor profile. A big English Barleywine that is not too sweet but has the flavor profile to please. Big beer and good.",4.25
1138,V.S.O.J.,"VSOJ 2018 can, consumed in 2020.",4.73
1139,V.S.O.J.,Can poured into fluted snifter.,4.56
1140,V.S.O.J.,"Very Special Old Jacket, indeed! The hype train is real here. Thanks to my man, Julian Catanzaro, for snagging this gem for me. One of the better barleywines out there!",4.62
1141,V.S.O.J.,"12 ounce can into a snifter. Canned 10/10/18, had 10/28/18.",4.7
1142,V.S.O.J.,"Tasted from can. Thick and chewy. Sticky goodness. Lots of bourbon, caramel and molasses on aroma and taste. Some dark fruits, raisins, dates, brown sugar and maple along with the caramel molasses on taste. Incredible English barleywine.",4.78
1143,V.S.O.J.,"Thanks to intecwrx for this 12 oz. can. My very special old jacket was my first black leather motorcycle jacket, which protected me from my first motorcycle crash. It looked bad ass with those skid marks across the right shoulder. My shoulder, not so much.",4.13
1144,V.S.O.J.,"Bourbon, toffee, brown sugar, charred oak, raisins, fig, leather, subtle rye and faint cocoa. This beer delivers on all cylinders despite a slightly sulfurous aroma.",4.36
1145,V.S.O.J.,The finest example of the style I've had since King Henry. This beer was a true delight and I'd recommend it to anyone. Well worth the effort to find one of these gems. The barrel flavor and mouthfeel on this beer was incredible.,4.98
1146,V.S.O.J.,"I'm not particularly a fan of barleywines or Straightjacket for that matter, but I got to try this at a share recently and I fully understand why it is a favorite and top-rated beer!!! Absolutely amazingly smooth. I wouldn't change a thing about this. Outstanding! I will search this one out in the future for sure",4.86
1147,V.S.O.J.,"Pours an almost entirely opaque brown with tinges of light coming through at the edges, with a big, light tan head that dissipates slowly.",4.64
1148,V.S.O.J.,"2018 vintage tasted in a snifter from draft at O'Toole's on February 5, 2019. A celebration of malt, oak and patience. Very Special Old [Straight] Jacket is a cuvée of English barleywines each aged between two and three years in bourbon barrels. Lusciously sweet and colossally complex, V.S.O.J. is equal parts refinement and excess.",4.57
1149,V.S.O.J.,"12 oz can poured into a tulip. Appearance was a little off putting as this was very dark brown. Not the color I'm used to from a typical barley wine. Small off-white head that dissipated quick. Aroma was off the charts....lots of barrel character such as bourbon and wood. Dark fruit was heavily present. Lots of fig, raisin and prune and a hint of tobacco. Flavor was everything I detected in the aroma. Tons of fig, raisin and prune...lots of bourbon and oak. Very rich. Feel was medium bodied. Kinda stout like which is thicker for a barley wine. Overall, this was fantastic. A real treat to have. Glad to have been able to try.",4.6
1150,Maman,"Pours jet black with thin mocha colored head on top. Smells of chocolate roasted malts and bourbon, subtle herbal spiciness on the nose too. The taste has a nice roasted profile, good sweetness that finishes with a touch of licorice. The feel of the beer is smooth, very silky. Overall an outstanding Imperial stout!",4.34
1151,Maman,2019 poured from cellar temp on 6/17/2021,4.53
1152,Maman,"Bottle. Dark brown/black pour with a chocolate head and an oily sheen. . Crazy fudge and chocolate nose. Wow, that’s legit. Bitter dark chocolate, caramels, dark roasted malts, mellow rye whiskey, oak, and vanilla notes. Complex, with a wonderful mouthfeel. Nice balance of sweet and bitter roasted malts. Good body.",4.64
1153,Maman,'20 batch.,4.86
1154,Maman,"I have to say I was blown away by the flavors in this. Deep dark fudge bourbon goodness. It’s a showcase of what the barrel alone can bring to the party. And what a party it is. Thick. Velvet smooth, vanilla, chocolate swirl. Wonderful.",5
1155,Maman,"Batches vary from year to year. Served on draft at the brewery for 2020. It's chewy, fishy, barrel heavy and really enjoyable in small quantities. My only complaint is that it's served so cold off the draft line.",5
1156,Maman,"Great BA non-adjunct stout. Did a share somewhat recently of 20 Barrel aged non adjunct stouts, and while this one was more hyped than most, it was middle of the pack. Dont get me wrong, very good, but worth the hype?",4.27
1157,Maman,2019 vintage.,4.32
1158,Maman,Excellent! On tap at brewery. Not boozy at all even at 15%abv. Taste lingers which is a good thing. Vanilla with a small bit of rye and whiskey in the perfect balance.,4.75
1159,Maman,2018 batch served in teku. Shared among friends.,4.68
1160,Maman,"Look: Jet black, pours thick
Smell: Oak, Chocolate, Dark fruit, Alcohol
Taste: Lots of oak and barrel up front. Followed by overripe fruit. There are layers of flavor but it is definitely a bit overly boozy
Feel: Super thick and chewy
Overall: This is complex, and layered. But I don't think it quite lives up to the expectations. Super glad to have a chance to try it, just not worth what it goes for.",4.23
1161,Maman,Courtesy of Jason A.,5
1162,Maman,"Strong oak and barrel flavors out of the gate. As the beer warms, the flavors transition to sweet molasses and bitter chocolate, wrapped in sharp tannins from the barrels. Thick mouthfeel and a sweet dessert finish.",4.6
1163,Maman,Maman 2018,5
1164,Maman,Used motor oil black with an intensely dark rolled mocha collar.,4.09
1165,Maman,"07/2016 - 2015 vintage - This is a perfect, non-adjunct stout - wow! So fudgy, rye, rich cocoa nose; luscious mouthfeel that lingers for days, plus some light smoke, super roasty, lightly bitter, wee toffee, and some vanilla on the back of the palate; negligible booze, roast, dark chocolate, whiskey on the finish. Blown away!",4.93
1166,Maman,"2017 Bottle
Pours pitch black with a thin deep brown ring of head. Looks viscous in the glass, stains the glass gold. Nose is huge vanilla, marshmallow, spicy whiskey, rum, milk chocolate, coconut, smoke, char, wood. Taste is big chocolate up front, spicy rye whiskey, vanilla, charred marshmallow, some sweet toasted coconut. Big, thick, chewy stout. Enjoyed this start to finish, hides the booziness, but the barrel notes are extraordinarily layered. The shining example of what a non-adjunct stout can be. Absolutely phenomenal!",4.75
1167,Maman,"Enjoyed side by side at a share with Beer: Barrel: Time. My expectations were sort of turned on their head as BBT was the clear loser between the two... and for some reason, I'd expected Maman to spiced in some way. Not so.",4.75
1168,Maman,2017 vintage,5
1169,Maman,"Sample at Mikkeller Beer Celebration Copenhagen 2018, Blue Session. Aroma has sweetish cocoa, dark chocolate and dark malts. Taste is sweet and syrupy with dried fruits and bitter cocoa finish.",4.45
1170,Maman,"2017
Deep black body with a small brown head becoming a ring around the glass. Lots of lacing and foam is sticking to the glass.
Nose: A lot of chocolate, like a brownies, small hint of booze, very oaky. You can tell this is complex just by the nose and you just want to take the time to smell it enough but you just can't stop.
Taste as intended is astonishing, chocolate all over the place, light bitterness, light to medium sweetness, oak.
Mouthfeel is something like I've never tasted before, it's wrapping all over your mouth with one sip you can't keep tasting it for a long time. Smooth and thick, full bodied.",5
1171,Maman,"2017 bottle. Great adjunct free ba stout. Picked up chocolate and dark fruit sweetness. Very balanced though, unlike purple Assassin that is all sweet dark fruit.",4.85
1172,Maman,"2017, into chalice.",4.85
1173,Maman,Poured into a snifter. Nearly opaque dark brown with a frothy tan head. Decent lacing in the glass. Huge chocolate and fudge on the nose. Faint soy sauce as well but it worked. The palate followed closely followed. Thick and tasty with no off flavors. Highly enjoyable but not sure it is at whale status.,4.34
1174,Maman,2017 vintage drank on 11/1/2017,4.78
1175,Double Galaxy,"Had this at Blackback Pub in Waterbury. Truly an outstanding beer! Excellent color, smell and feel. I wish I was able to drink more than 3 of these… so damn good",4.75
1176,Double Galaxy,Growler. Cloudy yellow pour with a white head. Tangy citrus hops dominate the beer. Straight forward with minimalistic malt presence. Clean and refreshing. God body and mouthfeel.,3.99
1177,Double Galaxy,Canned 09/15/20. Poured into a Samuel Adams Perfect Pint.,4.24
1178,Double Galaxy,"Canned 9/15/20
Consumed 10/18/20",4.69
1179,Double Galaxy,"L: Hazy yellow with a thick, creamy head and good lacing.",4.63
1180,Double Galaxy,"Hill Farmstead lives up to its amazing reputation with this one. This is beautiful to look at, wonderful nose, great balance and lasting pleasant finish. This beer is one of the best around for the style.",4.5
1181,Double Galaxy,"From a 12oz can, dated 06/23/20. Served in a willi becher.",4.52
1182,Double Galaxy,Top of the top in terms of IPAs. Was able to score two six packs at the brewery itself. The color on this IPA is almost unheard of. Also the taste is as fine as an IPA gets.,4.64
1183,Double Galaxy,Poured from a can (2/24) into a Teku,4.49
1184,Double Galaxy,"A thousand thanks to larryi86 who hit me with this gem in NBS BIF #11 Nigel Tufnel's wet dream (this one went to 11!)
Can stamped 02/24/20
Straw colored, turbid, with a pillowy white head that pushes damn near 3 fingers in height. Slowly recedes to a consistent, persistent finger high for the next 3-4 minutes. Some sticky lacing.
Aroma bursts with an initial onslaught of zesty citrus: grapefruit, orange, lemon zest. But there's a honey-tinged grainy note too, akin to wet oats and buckwheat. I could smell this all day.
Taste, again citrus forward but, more complex.m There's subtle hints of peach, cantaloupe, lemongrass, understated nods to onion and herbal spice that quickly retreat and leave a melange of crackery malt and a lingering grass-tinged bitterness.
Mouthfeel is , well Hill Farmstead. I truly feel like the water is a key characteristic, their terroir. This one is a bit fluffy, and there is a mineral note that is divine. Carbonation is there throughout, but not prominent.
Overall, the best example of a GALAXY focused DIPA or IPA I've ever tasted. One suggestion that would make this better, delivery to California.",4.47
1185,Double Galaxy,"16 oz draft at Trenton Road Take Out in Levittown, PA.
Review # 2001 (Bonus review - I've retired at 2000 reviews, but couldn't help myself)",4.55
1186,Double Galaxy,"Thank you TimG_0913 for this
12 oz can, dated 2/24/20, poured into a teku",4.42
1187,Double Galaxy,Smells most prominently of ripe (not overripe/mushy) cantaloupe with secondary notes of citrus and a kiss of grassiness.,4.49
1188,Double Galaxy,"12oz can. Pours a cloudy pale dirty orange with an inch of head. Lots of lacing. Big nose of tropical fruits. Pineapple, guava, mango, lime and grapefruit. The taste is pineapple, lime, grapefruit and peach. A bit more citrus bitterness towards the end. Spicy/herbal hop finish. Malts come out at the end. Dry mouthfeel with a medium body. Mild alcohol presence, but I wouldn’t have expected it to be as high as 8%.",4.3
1189,Double Galaxy,Picked up a 6 pack of this at the source in late October. What a fun day that was.,4.23
1190,Double Galaxy,Extremely bitter/vegetal...at least on this batch. Tried several cans at various points of the August 2019 batch and they were all unpleasant. A rare miss for HF.,3.83
1191,Double Galaxy,"On-tap at Hops Hill, Brooklyn, NY",4.43
1192,Double Galaxy,Huge head as I had kicked the keg. Slow to recede leaving lots chunky lace in the form of blankets and thick streaks. The liquid is milkshake cloudy with white hued lemon color.,4.01
1193,Double Galaxy,All about the hype but this one is a little overrated. Generous scores based on the brewery it comes out of. Was probably world class in 2011 but not so much now. It's very one dimensional.,4.14
1194,Double Galaxy,12 oz can poured into a flute glass,4.42
1195,Double Galaxy,"Canned 08/13/19 Drink by 09/24/19 “D.Galaxy”
Can a Galaxy hop be presented in a more impressive manner? I think not. I had forgotten how incredible this varietal can be. Or is it the talent of HF that can showcase a single ingredient in such a way with a delicious base recipe. Regardless, it’s pungent, grassy, dank, vegetal, earthy, and drinkable beyond belief. Sticky and resinous in the finish and feel with plenty of fruit as well. What a beer.",4.66
1196,Double Galaxy,"Almost a typical NEIPA look but nit as murky. Aroma is delicious citrus, maybe a touch of juniper or pine, some dough. Juicy flavor, not harsh at all, drinkability is scary. My takeaway from Hill Farmstead IPA's after not having them for three years is that they are more refined and subtle than some of the stuff from Treehouse or Trillium. They capture all the right notes but they are soft and refined. I didn't think I liked Galaxy hops but this is high quality beer.",4.24
1197,Double Galaxy,"12 oz can stamped July 2 2019
Tastes great 2 1/2 weeks later
Beautiful orange glow with quickly dissipating white fizzy head.
Smells like citrus and cotton candy
Tastes like a blend of orange and grapefruit juices.
Mouthfeel is medium.
Mild bitterness on the follow.
Heavy lacing on the brandy snifter.",4.83
1198,Double Galaxy,"Beautiful orange pour with a nice finger's thickness of white, creamy head. Smells terrific - lots of orange-y citrus notes. Taste is super clean with a ton of citrus, some resiny green notes, a bit of bitterness in the finish. Just excellent. Really drinkable, impossible to discern the 8% ABV. Would love to crush these by a fire.",4.39
1199,Double Galaxy,"Soft gold, foamy head. Aroma has underripe melon, faint lemon, musty hop. Palate is pretty balanced, not super juicy, more earthy fruit flavors like stone fruit, maybe a little apricot, with some grassy earthy hops. Medium bitterness",4.37
1200,Framboise Du Fermier,"750 ml bottle today. Poured a deep and dark ruby color. Beautiful beer in the glass. Instant aroma of raspberries. Very fragrant. Smells fruity and tart. Flavor was full of raspberry with some acidity and a hint of vinegar. A real treat though. Great body for the style. Good carb too. Overall, outstanding iteration of a fruited saison. Took a long time for me to track this one down and would do it again.",4.6
